"LookupType","LookupCode","Meaning","Description","Tag","LegislationCode"
"ORA_WLF_ATTEMPT_OBJ_CALC_METH","N","Objective By Status","Use whatever the content sets for objective status",,
"ORA_WLF_ATTEMPT_OBJ_STATUS","F","Failed","The user has not passed the objective",,
"ORA_WLF_ATTEMPT_OBJ_STATUS","P","Passed","The user has passed the objective",,
"ORA_WLF_ATTEMPT_OBJ_STATUS","U","Unknown","The objective status has not been set",,
"ORA_WLF_ATTEMPT_RAW_COMP_STAT","G","Attended","The user has attended the offering",,
"ORA_WLF_ATTEMPT_RAW_COMP_STAT","B","Browsed","The user has browsed the content and should not receive credit",,
"ORA_WLF_ATTEMPT_RAW_COMP_STAT","D","Canceled","The user has canceled his enrollment for the offering",,
"ORA_WLF_ATTEMPT_RAW_COMP_STAT","C","Completed","The user has completed the activity/topic",,
"ORA_WLF_ATTEMPT_RAW_COMP_STAT","E","Confirmed","The user has confirmed he plans on attending the offering",,
"ORA_WLF_ATTEMPT_RAW_COMP_STAT","F","Failed","The user has failed the activity/topic",,
"ORA_WLF_ATTEMPT_RAW_COMP_STAT","I","Incomplete","The user has started the activity/topic, but has not completed it",,
"ORA_WLF_ATTEMPT_RAW_COMP_STAT","T","No Show","The user has not shown up for the offering",,
"ORA_WLF_ATTEMPT_RAW_COMP_STAT","N","Not Attempted 12","The user has not started the activity/topic or the user's status is unknown",,
"ORA_WLF_ATTEMPT_RAW_COMP_STAT","H","Partial Attendance","The user has attended some of the offering, but not all of it",,
"ORA_WLF_ATTEMPT_RAW_COMP_STAT","P","Passed","The user has passed the activity/topic",,
"ORA_WLF_ATTEMPT_RAW_COMP_STAT","U","Unknown 2004","The user completion status for the activity/topic has not been set by the content",,
"ORA_WLF_ATTEMPT_RAW_OBJ_STAT","F","Failed","The user has not passed the objective",,
"ORA_WLF_ATTEMPT_RAW_OBJ_STAT","P","Passed","The user has passed the objective",,
"ORA_WLF_ATTEMPT_RAW_OBJ_STAT","U","Unknown","The objective status has not been set",,
"ORA_WLF_ATTRIBUTION_TYPE","ORA_PERSON","Person","Person as the owner of the learning item",,
"ORA_WLF_ATTRIBUTION_TYPE","ORA_COMMUNITY","Community","Community as the owner of the learning item",,
"ORA_WLF_ATTRIBUTION_TYPE","ORA_SPECIALIST","Specialist","Specialist as the owner of the learning item",,
"ORA_WLF_ATTRIBUTION_TYPE","ORA_SYSTEM","System","System as the owner of the learning item",,
"ORA_WLF_AUTO_COMMIT","P","Default","Default value from profile option",,
"ORA_WLF_AUTO_COMMIT","N","No","Disable auto commit",,
"ORA_WLF_AUTO_COMMIT","Y","Yes","Enable auto commit",,
"ORA_WLF_BOOKING_AVAILABILITY","ORA_BOOKING_AVAILABLE","Available","The booking is available",,
"ORA_WLF_BOOKING_AVAILABILITY","ORA_BOOKING_NOTAVAILABLE","Not Available","The booking is not available",,
"ORA_WLF_BOOKING_AVAILABILITY","ORA_BOOKING_UNDEFINED","Undefined","The booking is undefined",,
"ORA_WLF_BOOKING_TYPE","ORA_ADHOC_RESOURCE","Ad hoc Resource","Resource created along with an activity",,
"ORA_WLF_BOOKING_TYPE","ORA_INSTRUCTOR","Instructor","This will be a booked instructor",,
"ORA_WLF_BOOKING_TYPE","ORA_RESOURCE","Resource","This will be a booked resource",,
"ORA_WLF_CERTIFICATE_REF_TYPE","ORA_DEFAULT_CERTIFICATE","Default Certificate","Certificate of type Default",,
"ORA_WLF_CERTIFICATE_REF_TYPE","ORA_SPECIFIC_CERTIFICATE","Specific Certificate","Certificate of type Specific",,
"ORA_WLF_CERTIFICATE_TYPE","ORA_COMPLETION_CERTIFICATE","Completion Certificate","Represents learning certificate of type completion",,
"ORA_WLF_CLASSROOM_TYPE","ORA_UNDEFINED_CLASSROOM","No Location Defined","No Classroom Location has been defined",,
"ORA_WLF_CLASSROOM_TYPE","ORA_PHYSICAL_CLASSROOM","Physical Classroom","Type of Classroom is Physical Classroom",,
"ORA_WLF_CLASSROOM_TYPE","ORA_VIRTUAL_CLASSROOM","Virtual Classroom","Type of Classroom is Virtual Classroom",,
"ORA_WLF_CLASS_STATUS","ORA_CLS_ACTIVE","Active","Offering is Active",,
"ORA_WLF_CLASS_STATUS","ORA_CLS_DELETED","Deleted","Offering is deleted",,
"ORA_WLF_CLASS_STATUS","ORA_CLS_INACTIVE","Inactive","Offering is Inactive",,
"ORA_WLF_CLASS_STATUS","ORA_CLS_NEW_PENDING_APPROVAL","New Offering Pending Approval","New offering is pending approval",,
"ORA_WLF_CLASS_STATUS","ORA_CLS_DEL_PENDING_APPROVAL","Offering Delete Pending Approval","Deletion of offering is pending approval",,
"ORA_WLF_CLASS_STATUS","ORA_CLS_UPD_PENDING_APPROVAL","Offering Update Pending Approval","Changes to offering are pending approval",,
"ORA_WLF_CLASS_STATUS","ORA_CLS_REJECTED","Rejected","Offering is rejected",,
"ORA_WLF_CLASS_STATUS","ORA_CLS_SAVED","Saved","Offering is saved",,
"ORA_WLF_CMNTY_MEMBER_ORIGIN","ORA_MEMBER_ORIG_MGR","Manager Added","Member is added by community manager",,
"ORA_WLF_CMNTY_MEMBER_ORIGIN","ORA_MEMBER_ORIG_SELF","Self Joined","Self Joined Member",,
"ORA_WLF_CMNTY_STATUS","ORA_CMNTY_ACTIVE","Active","Community is active",,
"ORA_WLF_CMNTY_STATUS","ORA_CMNTY_NEW_PENDING_APPROVAL","Create Pending Approval","New Community is pending approval",,
"ORA_WLF_CMNTY_STATUS","ORA_CMNTY_DEL_PENDING_APPROVAL","Delete Pending Approval","Deletion of Community is pending approval",,
"ORA_WLF_CMNTY_STATUS","ORA_CMNTY_DELETED","Deleted","Community is deleted",,
"ORA_WLF_CMNTY_STATUS","ORA_CMNTY_INACTIVE","Inactive","Community is inactive",,
"ORA_WLF_CMNTY_STATUS","ORA_CMNTY_REJECTED","Rejected","Community is rejected",,
"ORA_WLF_CMNTY_STATUS","ORA_CMNTY_SAVED","Saved","Community is saved",,
"ORA_WLF_CMNTY_STATUS","ORA_CMNTY_UPD_PENDING_APPROVAL","Update Pending Approval","Changes to Community are pending approval",,
"ORA_WLF_COMPLT_RSN_EVAL","ORA_EVAL_COMPLT_ELSEWHERE","Exempted - completed elsewhere","Learner is exempted from this learning as he has already completed it elsewhere",,
"ORA_WLF_COMPLT_RSN_EVAL","ORA_EVAL_COMPLT_HIGH_CERT","Exempted - higher level certification attained","Learner is exempted from this learning as he has attained higher level certification",,
"ORA_WLF_COMPLT_RSN_EVAL","ORA_EVAL_COMPLT_OFFLINE","Completed offline and status verified","Learner has completed the learning offline and its status is verified",,
"ORA_WLF_COMPLT_RSN_MANAGER","ORA_MGR_COMPLT_RSN_ELSEWHERE","Completed elsewhere","Learner has completed this learning elsewhere.",,
"ORA_WLF_COMPLT_RSN_MANAGER","ORA_MGR_COMPLT_RSN_OFFLINE","Completed offline and status verified","Learner has completed the learning offline and its status is verified",,
"ORA_WLF_COMPLT_RSN_MANAGER","ORA_MGR_COMPLT_RSN_HIGH_CERT","Higher level certification attained","Learner has attained higher level certification",,
"ORA_WLF_COMPLT_RSN_OFFLINE_SP","ORA_OFFLINE_SP_COMP_ELSEWHERE","Exempted - completed elsewhere","Learner is exempted from this learning as he has already completed it elsewhere",,
"ORA_WLF_COMPLT_RSN_OFFLINE_SP","ORA_OFFLINE_SP_COMP_HIGH_CERT","Exempted - higher level certification attained","Learner is exempted from this learning as he has attained higher level certification",,
"ORA_WLF_COMPLT_RSN_OFFLINE_SP","ORA_OFFLINE_SP_COMP_OFFLINE","Completed offline and status verified","Learner has completed the learning offline and its status is verified",,
"ORA_WLF_COMPLT_RSN_ONLINE_IL","ORA_IL_COMPLT_ELSEWHERE","Exempted - completed elsewhere","Learner is exempted from this learning as he has already completed it elsewhere",,
"ORA_WLF_COMPLT_RSN_ONLINE_IL","ORA_IL_COMPLT_HIGH_CERT","Exempted - higher level certification attained","Learner is exempted from this learning as he has attained higher level certification",,
"ORA_WLF_COMPLT_RSN_ONLINE_IL","ORA_IL_COMPLT_OFFLINE","Completed offline and status verified","Learner has completed the learning offline and its status is verified",,
"ORA_WLF_COMPLT_RSN_ONLINE_IL","ORA_IL_NO_SHOW","No Show - Learner was not present","Learner did not attend the learning activity",,
"ORA_WLF_COMPLT_RSN_ONLINE_SP","ORA_SP_COMPLT_ELSEWHERE","Exempted - completed elsewhere","Learner is exempted from this learning as he has already completed it elsewhere",,
"ORA_WLF_COMPLT_RSN_ONLINE_SP","ORA_SP_COMPLT_HIGH_CERT","Exempted - higher level certification attained","Learner is exempted from this learning as he has attained higher level certification",,
"ORA_WLF_COMPLT_RSN_ONLINE_SP","ORA_SP_COMPLT_OFFLINE","Completed offline and status verified","Learner has completed the learning offline and its status is verified",,
"ORA_WLF_COMPLT_RSN_ONSITE_IL","ORA_ONSITE_IL_COMP_ELSEWHERE","Exempted - completed elsewhere","Learner is exempted from this learning as he has already completed it elsewhere",,
"ORA_WLF_COMPLT_RSN_ONSITE_IL","ORA_ONSITE_IL_COMP_HIGH_CERT","Exempted - higher level certification attained","Learner is exempted from this learning as he has attained higher level certification",,
"ORA_WLF_COMPLT_RSN_ONSITE_IL","ORA_ONSITE_IL_COMP_OFFLINE","Completed offline and status verified","Learner has completed the learning offline and its status is verified",,
"ORA_WLF_COMPLT_RSN_ONSITE_IL","ORA_ONSITE_IL_NO_SHOW","No Show - Learner was not present","Learner did not attend the learning activity",,
"ORA_WLF_COMPLT_RSN_SPEC","ORA_SPEC_COMPLT_ELSEWHERE","Exempted - completed elsewhere","Learner is exempted from this learning as he has already completed it elsewhere",,
"ORA_WLF_COMPLT_RSN_SPEC","ORA_SPEC_COMPLT_HIGH_CERT","Exempted - higher level certification attained","Learner is exempted from this learning as he has attained higher level certification",,
"ORA_WLF_COMPLT_RSN_SPEC","ORA_SPEC_COMPLT_OFFLINE","Completed offline and status verified","Learner has completed the learning offline and its status is verified",,
"ORA_WLF_COMPL_DATE_CONFIG","DATE_OF_ACTIVITY","Date of Activity","The completion date is the date of the activity",,
"ORA_WLF_COMPL_DATE_CONFIG","SPECIFY_DATE","Specify Date","The completion date is set by the user",,
"ORA_WLF_CONTENT_LAST_UPD_METH","I","Content Last Update Method Import","The content metadata was last updated through Ingestion",,
"ORA_WLF_CONTENT_LAST_UPD_METH","W","Content Last Update Method Web Service","The content metadata was last updated through importing through Web Service",,
"ORA_WLF_CONTENT_TIME_LIMT_ACT","ORA_CONTINUE_MSG","Content Time Limit Action Continue Message","The learner should be allowed to continue in the SCO. The SCO should provide a message to the learner indicating that the maximum time allowed for the learner attempt was exceeded",,
"ORA_WLF_CONTENT_TIME_LIMT_ACT","ORA_CONTINUE_NO_MSG","Content Time Limit Action Continue No Message","Although the learner has exceeded the maximum time allowed for the learner attempt, the learner should be given no message and should not be forced to exit the SCO",,
"ORA_WLF_CONTENT_TIME_LIMT_ACT","ORA_EXIT_MSG","Content Time Limit Action Exit Message","The learner should be forced to exit the SCO. The SCO should provide a message to the learner indicating that the maximum time allowed for the learner attempt was exceeded.",,
"ORA_WLF_CONTENT_TIME_LIMT_ACT","ORA_EXIT_NO_MSG","Content Time Limit Action Exit No Message","The learner should be forced to exit the SCO with no message",,
"ORA_WLF_CONTENT_TRACKING_TYPE","ORA_AUTO","Content Tracking Type Auto","Content does not communicate tracking information back to LMS",,
"ORA_WLF_CONTENT_TRACKING_TYPE","ORA_HACP","Content Tracking Type HACP","Content follows the HACP specification to communicate tracking information to LMS",,
"ORA_WLF_CONTENT_TRACKING_TYPE","ORA_SCORM_12","Content Tracking Type SCORM 12","Content follows the SCORM 1.2 specification to communicate tracking information to LMS",,
"ORA_WLF_CONTENT_TRACKING_TYPE","ORA_SCORM_2004","Content Tracking Type SCORM 2004","Content follows the SCORM 2004 edition 3 specification to communicate tracking information to LMS",,
"ORA_WLF_CONTENT_TRACKING_TYPE","ORA_UNKNOWN","Content Tracking Type Unknown","The content is in the ingestion process and the tracking type is not yet known. Unknown indicates a transient state.",,
"ORA_WLF_CONTENT_TRACKING_TYPE","ORA_COVERART","Cover art","Represents cover art content",,
"ORA_WLF_CONTENT_TRACKING_TYPE","ORA_TUTORIAL_SECTION","Learning Journey section","Represents tutorial section",,
"ORA_WLF_CONTENT_TRACKING_TYPE","ORA_LIBRARY_COVERART","Library Cover Art","Represents reusable library cover art",,
"ORA_WLF_CONTENT_TRACKING_TYPE","ORA_THUMBNAIL","Thumbnail","Represents thumbnail content",,
"ORA_WLF_CONTENT_TRACKING_TYPE","ORA_TRAILER","Trailer","Represents trailer content",,
"ORA_WLF_CONTENT_TRACKING_TYPE","ORA_VIDEO","Video","Represents video content",,
"ORA_WLF_CONTENT_TYPE","COURSE","Course","Course Content",,
"ORA_WLF_CONTENT_TYPE","TUTORIAL","Learning Journey","Tutorial Content",,
"ORA_WLF_CONTENT_TYPE","CLASS","Offering","Offering Content",,
"ORA_WLF_CONTENT_TYPE","TUTORIAL-SECTION","Section","Section Content",,
"ORA_WLF_CONTENT_TYPE","SPECIALIZATION","Specialization","Specialization Content",,
"ORA_WLF_CONTENT_TYPE","VIDEO","Video","Video Content",,
"ORA_WLF_CONTEXT_SOURCE_TYPE","ORA_CHANGE_MANAGER","Change manager","The context for the learning component is the Change Manager page",,
"ORA_WLF_CONTEXT_SOURCE_TYPE","ORA_GOAL","Goal","The context for the learning component is the Goal",,
"ORA_WLF_CONTEXT_SOURCE_TYPE","ORA_JOB_PROFILE","Job Profile","The context for the learning component is the Job Profile",,
"ORA_WLF_CONTEXT_SOURCE_TYPE","ORA_LEGISLATION_PROFILE","Legislation","The context for the learning component is the Legislation",,
"ORA_WLF_CONTEXT_SOURCE_TYPE","ORA_LIBRARY_GOAL","Library goal","The context for the learning component is the Library Goal",,
"ORA_WLF_CONTEXT_SOURCE_TYPE","ORA_PERSON_PROFILE","Person Profile","The context for the learning component is the Person Profile",,
"ORA_WLF_CONTEXT_SOURCE_TYPE","ORA_SELF_EVALUATION","Self evaluation","The context for the learning component is the Self Evaluation",,
"ORA_WLF_CONTEXT_SOURCE_TYPE","ORA_WORKFORCE_COMPENSATION","Workforce compensation","The context for the learning component is the Workforce Compensation",,
"ORA_WLF_CONT_ASSET_STATUS","ORA_CURRENT","Current","Asset imported to Learn System",,
"ORA_WLF_CONT_ASSET_STATUS","ORA_DEACTIVATED","Deactivated","Asset imported from content provider has been removed from Learn System",,
"ORA_WLF_CONT_ASSET_STATUS","ORA_MODIFIED","Modified","Asset previously imported has been modified from content provider",,
"ORA_WLF_CONT_ASSET_STATUS","ORA_NEW","New","New asset imported from content provider.",,
"ORA_WLF_CONT_ASSET_STATUS","ORA_REMOVED","Removed","Asset previously imported has been removed from content provider",,
"ORA_WLF_CONT_IMPORT_STATUS","ORA_CONT_IMP_CANCELLED","Canceled","Content import process was canceled",,
"ORA_WLF_CONT_IMPORT_STATUS","ORA_CONT_IMP_COMPLETE","Complete","Content import process is complete and content meta data is successfully imported in to the learning application",,
"ORA_WLF_CONT_IMPORT_STATUS","ORA_CONT_IMP_NEW","In Process","Content has been uploaded to content server and waiting for ingestion process to load the meta data in to the Learning application",,
"ORA_WLF_CONT_IMPORT_STATUS","ORA_CONT_IMP_ERROR","Processing Failed","Content import process was not able to load the meta data file due to errors",,
"ORA_WLF_COURSE_STATUS","ORA_COU_ACTIVE","Active","Active Status",,
"ORA_WLF_COURSE_STATUS","ORA_COU_DEL_PENDING_APPROVAL","Course Delete Pending Approval","Deletion of course is pending approval",,
"ORA_WLF_COURSE_STATUS","ORA_COU_UPD_PENDING_APPROVAL","Course Update Pending Approval","Changes to course are pending approval",,
"ORA_WLF_COURSE_STATUS","ORA_COU_DELETED","Deleted","Course is deleted",,
"ORA_WLF_COURSE_STATUS","ORA_COU_INACTIVE","Inactive","Inactive status",,
"ORA_WLF_COURSE_STATUS","ORA_COU_NEW_PENDING_APPROVAL","New Course Pending Approval","New course is pending approval",,
"ORA_WLF_COURSE_STATUS","ORA_COU_REJECTED","Rejected","Course is rejected",,
"ORA_WLF_COURSE_STATUS","ORA_COU_SAVED","Saved","Course is saved",,
"ORA_WLF_CO_CREDIT_EXP_RULES","ORA_EXP_DAYS","Expires in Days","Rule Expires in number of days",,
"ORA_WLF_CO_CREDIT_EXP_RULES","ORA_EXP_YEARS","Expires in Years","Rule Expires in number of years",,
"ORA_WLF_CO_CREDIT_EXP_RULES","ORA_EXP_DATE","Expires on Date","Rule Expires on a given date of given year",,
"ORA_WLF_CO_CREDIT_EXP_RULES","ORA_EXP_NEVER","Never Expires","Rule Never Expires",,
"ORA_WLF_CO_FILTER","ORA_CO_ALL","All","Filter to select all content",,
"ORA_WLF_CO_FILTER","ORA_CO_MORE_MON","More than a month","Content that was uploaded more than a month ago",,
"ORA_WLF_CO_FILTER","ORA_CO_TODAY","Today","Filter to select content uploaded today",,
"ORA_WLF_CO_FILTER","ORA_CO_MON","Within a month","Content that was uploaded within a month",,
"ORA_WLF_CO_TRACKING_TYPE","ORA_ASSESSMENT","Assessment","Content type of Assessment",,
"ORA_WLF_CO_TRACKING_TYPE","ORA_HACP","HACP","Content is tracked by AICC HACP protocol",,
"ORA_WLF_CO_TRACKING_TYPE","ORA_LIBRARY_COVERART","Library Cover Art","Represents reusable library cover art",,
"ORA_WLF_CO_TRACKING_TYPE","ORA_OBSERVATION_CHECKLIST","Observation Checklist","Content type of Observation Checklist",,
"ORA_WLF_CO_TRACKING_TYPE","ORA_PDF","PDF file","Content is tracked by a PDF file",,
"ORA_WLF_CO_TRACKING_TYPE","ORA_SCORM_12","SCORM 1.2","Content is tracking by using SCORM 1.2 standard",,
"ORA_WLF_CO_TRACKING_TYPE","ORA_SCORM_2004","SCORM 2004","Content is tracking by using SCORM 2004 standard",,
"ORA_WLF_CO_TRACKING_TYPE","ORA_UNKNOWN","Unknown","Content type is not yet determined",,
"ORA_WLF_CO_TRACKING_TYPE","ORA_VIDEO","Video","Content type of Video",,
"ORA_WLF_CO_TRACKING_TYPE","ORA_AUTO","Web Link","Tracking is Auto for a web link",,
"ORA_WLF_CO_VALIDITY_OPTIONS","ORA_AFT_COMP","After Completion","Immediately after the completion of the content object",,
"ORA_WLF_CO_VALIDITY_OPTIONS","ORA_AFT_DUEDATE","After Due Date","After the Due Date on the content object",,
"ORA_WLF_CREATE_ASSIGNMENT","ORA_ON_JOINING_LEARNING_ITEM","On joining learning item","Creates assignments when the user clicks on the join button of the assignment.",,
"ORA_WLF_CREATE_ASSIGNMENT","ORA_ON_PAGE_SAVE","On saving page","Creates assignments when the user saves the page where the component is embedded.",,
"ORA_WLF_CREATE_ASSIGNMENT","ORA_ON_PAGE_LOAD","On viewing page","Creates assignments when the user opens the page where the component is embedded.",,
"ORA_WLF_DATAFIX_JOB","ORA_ALL","Execute all the data fixes","Job to execute all the data fixes",,
"ORA_WLF_DATAFIX_JOB","ORA_AR_AUTO_COMPLETE","Remediate Auto-Completion","Job to Remediate Auto-Completion",,
"ORA_WLF_DATAFIX_JOB","ORA_AR_COMPLETION_DATE","Remediate Course Assignment Due Dates","Job to Remediate Course Assignment Due Dates",,
"ORA_WLF_DATAFIX_JOB","ORA_AR_LIVIEWER_STATUS","Remediate Withdrawn Access Record","Job to Remediate Withdrawn Access Record",,
"ORA_WLF_DATAFIX_JOB","ORA_AR_RULE_DYNFLAG","Remediate Dynamic Assignment","Job to Remediate Dynamic Assignment",,
"ORA_WLF_DATAFIX_JOB","ORA_AR_NUMBER","Remediate Missing Assignment Record Numbers","Job to Remediate Missing Assignment Record Numbers",,
"ORA_WLF_DATAFIX_JOB","ORA_AR_PROFILE_NUMBER","Remediate Missing Assignment Profile Numbers","Job to Remediate Missing Assignment Profile Numbers",,
"ORA_WLF_DATAFIX_JOB","ORA_SEC_AG_MGR_ENROLL_FORM","Access Manager Request Form Migration","Job to populate Access Permission's manager self-service enrollment request form attribute as selected.",,
"ORA_WLF_DATAFIX_JOB","ORA_AR_ORPHAN_CLASS","Remediate Orphaned Offering Assignments","Job to Remediate Orphaned Offering Assignments",,
"ORA_WLF_DATAFIX_JOB","ORA_AR_REQ_DETAIL_ID","Remediate Missing Assignment Request Details","Job to Remediate Missing Assignment Request Details",,
"ORA_WLF_DATAFIX_JOB","ORA_AR_RUN_AS_ID","Populate Initiative and Access Group Run As Identifiers","Job to Populate Initiative and Access Group Run As Identifiers",,
"ORA_WLF_DATAFIX_JOB","ORA_SEC_PRICING_PAYMENTS","Manual Payments Migration","Job to Manual Payments Migration",,
"ORA_WLF_DATAFIX_JOB","ORA_SEC_AG_MIGRATION","Access Group Migration","Job to Access Group Migration",,
"ORA_WLF_DATAFIX_JOB","ORA_SEC_AG_PAY_MIGRATION","Access Groups Payment Migration","Job to Access Groups Payment Migration",,
"ORA_WLF_DATAFIX_JOB","ORA_SEC_AG_REL_NUMBER","Populate Access Group Relation Number","Job to Populate Access Group Relation Number",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_PRIMARY_CLASSROOM","Populate Offering Primary Classroom","Job to Populate Offering Primary Classroom",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_ATTACH_RELATIONS","Populate Attachment Relations","Job to Populate Attachment Relations",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_DEDUPE","Learning Item Effective Date Corrections","Job to Learning Item Effective Date Corrections",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_SPLIT_MISMATCH","Learning Item Effective Date Split Corrections","Job to Learning Item Effective Date Split Corrections",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_MASTERY_SCORE","Fix Mastery Score","Job to Fix Mastery Score",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_FEA_FLAG_FIX","Populate featured learning items defaults.","Job to Populate featured learning items defaults.",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_COMM_TYPE","Populate Community Type of Community","Job to Populate Community Type of Community.",,
"ORA_WLF_DATAFIX_JOB","ORA_AR_BYPASS_COMPLETE","Remediate Bypass Completed Assignments","Job to Remediate Bypass Completed Assignments",,
"ORA_WLF_DATAFIX_JOB","ORA_SEC_VILT_REL_NUMBER","Populate Virtual Instructor Relation Number","Job to Populate Virtual Instructor Relation Number",,
"ORA_WLF_DATAFIX_JOB","ORA_SEC_RECOMMEND_ASSNS","Recommended Assignments Migration","Job to populate Category_ID and category for recommended assignments which have the values missing.",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_SCORM_RECATEMPTS","Populate Recorded Attempts for SCORM","Job to Populate Recorded Attempts for SCORM",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_CONTENT_DUP_FROM_IMPORT","Remove Duplicates From The Content","Remove Duplicate Content From Import",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_UPGRADE_SS_COMM_TYPE","Upgrade Self Service Community to Official","Job to Upgrade Self Service Community to Official.",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_RICHMEDIA_MIGRATION","Rich Media Migration","Job to migrate self-service Learning items to eLearning Learning items",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_SPECL_SEQUENCING","Migrate catalog and active assignments for sequencing","Job to migrate specializations and offerings to support sequencing",,
"ORA_WLF_DATAFIX_JOB","ORA_SEC_POPULATE_ACC_PERM_NBR","Populate Access Permission Number","Job to Populate Access Permission Number",,
"ORA_WLF_DATAFIX_JOB","ORA_SEC_SS_VIEW_MODE","Remediate View Mode for Learning Items","Job to Remediate View Mode for Learning Items.",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_SUB_TYPE_COMM","Update Learning Item Sub Type of Community","Job to Update Learning Item Sub Type of Community",,
"ORA_WLF_DATAFIX_JOB","ORA_AR_PURGE_ACCESS_RECORDS","Delete physical rows for end-dated access records","Physically removes rows for access records that have been deleted in the application",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_POPULATE_SEARCH_TERMS","Populate Learning Item Search Terms","Job to populate Learning Item Search Terms",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_ATTACH_ENTITY_NAME","Fix Attachment Entity Names for Images and Videos","Job to Fix Attachment Entity Names for Images and Videos",,
"ORA_WLF_DATAFIX_JOB","ORA_AR_FUTURE_ASSIGNMENTS","Remediate future dated assignments","Job to remediate future dated assignments created by manager or learner",,
"ORA_WLF_DATAFIX_JOB","ORA_SU_VILT_PROVIDER_WEBEX","Migrate WebEx accounts and bookings.","Migrate existing WebEx accounts and bookings to new framework.",,
"ORA_WLF_DATAFIX_JOB","ORA_DEL_CORRUPTED_AR","Remediate Assignment Records without Assignment Profile","Job to delete the assignment records created without event assignments.",,
"ORA_WLF_DATAFIX_JOB","ORA_SU_UPLOAD_MEDIA_PLAYER","Upload eLearning player","Task to upload latest eLearning player",,
"ORA_WLF_DATAFIX_JOB","ORA_UPD_TRAILER_ID_COMMUNITY","Update Trailer Id For Self Service Community","Adds trailer id to self service community where data exists in hierarchies table but not populated in trailer_li_id column",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_UPDATE_SCORM_DESC_LONG","Update SCORM Content Description Long","Data-Fix to Update SCORM Content Description Long",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_STREAMING_MIGRATION","Migrate video stream packaging from MSOD to AMD","Job to migrate video stream packaging from MSOD to AMD",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_SEQ_COMPLETED_LEARNERS","Migrate completed learner assignments to support sequencing","Migrate completed and withdrawn assignments to support sequencing.",,
"ORA_WLF_DATAFIX_JOB","ORA_SEC_INITIAL_ASSN_STATUS","Populate Initial Assignment Status For Access Records","Data-Fix to populate initial assignment status for access records",,
"ORA_WLF_DATAFIX_JOB","ORA_UPD_EVENT_SUB_TYPE_RATINGS","Update Event Sub Type For Ratings","Job to update the event sub type for ratings",,
"ORA_WLF_DATAFIX_JOB","ORA_LI_UPDATE_DESCRIPTION","Update Learning Item Description","Data-fix to update LI description",,
"ORA_WLF_DEST_TYPE_FOR_SQL","ORA_DEST_DIRECT_FOR_SQL","Directs","This option will be chosen when a learning assignment is assigned to Line Manager's directs for rest end point",,
"ORA_WLF_DEST_TYPE_FOR_SQL","ORA_DEST_ORG_FOR_SQL","Organization","This option will be chosen when a learning assignment is assigned to group of people for rest end point",,
"ORA_WLF_ELEARNING_STATUS","ORA_DRAFT","Draft","Learning Item Draft Status",,
"ORA_WLF_ELEARNING_STATUS","ORA_PUBLISHED","Published","Learning Item Published Status",,
"ORA_WLF_ELEARNING_STATUS","ORA_ACTIVE","Active","Learning Item Active Status",,
"ORA_WLF_ELEARNING_STATUS","ORA_NEW_PENDING_APPROVAL","Create Pending Approval","New Learning Item Pending Approval Status",,
"ORA_WLF_ELEARNING_STATUS","ORA_UPD_PENDING_APPROVAL","Update Pending Approval","Learning Item update Pending Approval status",,
"ORA_WLF_ELEARNING_STATUS","ORA_DEL_PENDING_APPROVAL","Delete Pending Approval","Learning Item Deletion Pending Approval Status",,
"ORA_WLF_ELEARNING_STATUS","ORA_REJECTED","Rejected","Learning Item Approval request Rejected status",,
"ORA_WLF_ELEARNING_STATUS","ORA_DELETED","Deleted","Learning Item Deleted status",,
"ORA_WLF_ELEARNING_STATUS","ORA_CANCELLED","Canceled","Learning Item Canceled",,
"ORA_WLF_ELEARNING_STATUS","ORA_ERROR","Error","Learning Item Error Status",,
"ORA_WLF_ELEARNING_STATUS","ORA_MED_NEW","New","Learning Item Media New status",,
"ORA_WLF_ELEARNING_STATUS","ORA_MED_TRANSCODING","Ready for Processing","Media Learning item transcoding status.",,
"ORA_WLF_ELEARNING_STATUS","ORA_MED_PROCESSING","Currently Being Processed","Media item is currently being processed",,
"ORA_WLF_ELEARNING_STATUS","ORA_MED_COMPLETE","Processing Complete","Learning Item Media transcoding complete",,
"ORA_WLF_ELEARNING_STATUS","ORA_MED_ERROR","Processing Fail","Learning Item Media Processing Failed.",,
